incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH,DAY_OF_WEEK,SEASON,FIRE_SIZE_CAT
Adams Fire,2018-11-05,Tehama,60.0,40.346652,-122.308479,11,0,Fall,Medium
Horn Fire,2018-11-08,Lassen,88.0,40.83116,-120.19336,11,3,Fall,Medium
Nurse Fire,2018-11-08,Solano,1500.0,38.21396,-121.9424,11,3,Fall,Large
Hill Fire,2018-11-08,Ventura,4381.0,34.22685,-118.93444,11,3,Fall,Large
Woolsey Fire,2018-11-08,"Los Angeles, Ventura",96949.0,34.235,-118.70128,11,3,Fall,Large
Pilot Fire,2019-01-01,Humboldt,30.0,40.61805556,-123.6755556,1,1,Winter,Small
Honey Flooding,2018-11-29,Butte,0.0,39.71217,-121.77385,11,3,Fall,Small
Morgan Fire,2018-11-15,Contra Costa,20.0,37.81111,-121.7944,11,3,Fall,Small
Green Hill Fire,2018-11-12,Humboldt,10.0,40.888785,-124.001849,11,0,Fall,Small
Sierra Fire,2018-11-13,San Bernardino,147.0,34.18075,-117.43184,11,1,Fall,Medium
Niles Fire,2018-11-14,Alameda,20.0,37.61158,-121.94182,11,2,Fall,Small
Briggs Fire,2018-11-15,Ventura,150.0,34.30166667,-119.0991667,11,3,Fall,Medium
Peak Fire,2018-11-12,Ventura,186.0,34.26734825,-118.6438159,11,0,Fall,Large
Bear Fire ,2018-11-16,Santa Cruz,10.0,37.12857,-122.12036,11,4,Fall,Small
Scott Fire,2019-06-25,Yuba,80.0,39.24678,-121.32399,6,1,Summer,Medium
York Fire,2019-04-28,Kings,161.0,35.81778,-120.09715,4,6,Spring,Large
Cana Fire,2019-04-30,Butte,10.0,39.83958,-121.957,4,1,Spring,Small
Woody Fire,2019-04-30,Kern,115.0,35.65189,-118.92545,4,1,Spring,Medium
Meridian Fire,2019-05-01,Butte,50.0,39.85484,-121.905,5,2,Spring,Medium
Vulcan Fire,2019-05-03,Kern,172.0,35.03855,-119.19454,5,4,Spring,Large
Refuge Fire,2019-05-07,Kern,2500.0,35.72057,-119.62762,5,1,Spring,Large
Sugar Fire,2019-05-10,Placer,65.0,39.11536,-120.76088,5,4,Spring,Medium
Border Fire,2019-05-13,San Diego,22.0,32.557566,-116.8663,5,0,Spring,Small
Shady Fire,2019-05-18,Riverside,130.0,33.650237,-116.172534,5,5,Spring,Medium
Paskenta Fire,2019-05-20,Tehama,63.0,39.98097,-122.30737,5,0,Spring,Medium
Foothill Fire,2019-05-20,Riverside,26.0,33.81678,-117.18194,5,0,Spring,Small
Belmont Fire,2019-05-29,San Luis Obispo,835.0,35.30759,-119.96498,5,2,Spring,Large
Hill Fire,2019-05-29,Fresno,121.0,36.66909,-119.3046,5,2,Spring,Medium
Diversion Fire,2019-05-30,Riverside,45.0,33.69078,-114.57265,5,3,Spring,Medium
Canyon Fire,2019-05-30,Santa Clara,144.0,37.45899,-121.22093,5,3,Spring,Medium
66 Fire,2019-05-29,Riverside,55.0,33.57039,-116.1466,5,2,Spring,Medium
Spruce Fire,2019-06-01,Tulare,155.0,36.28001,-119.10974,6,5,Summer,Medium
Citrus Fire,2019-06-02,Tulare,257.0,36.18479,-118.99229,6,6,Summer,Large
Yokohl Fire,2019-06-03,Tulare,33.0,36.23012,-118.85712,6,0,Summer,Small
Bear Fire,2019-06-03,Tulare,25.0,36.14246,-118.80582,6,0,Summer,Small
Boulder Fire,2019-06-05,San Luis Obispo,1075.0,35.343761,-119.913717,6,2,Summer,Large
Willow Fire,2019-06-06,Contra Costa,23.0,38.02503,-121.9763,6,3,Summer,Small
Nelson Fire ,2019-06-07,Solano,24.0,38.21416,-122.12214,6,4,Summer,Small
Watt Fire,2019-06-07,Placer,27.0,38.75263,-121.39259,6,4,Summer,Small
Stuhr Fire,2019-06-07,Stanislaus,581.0,37.25988,-121.09375,6,4,Summer,Large
Levee Fire,2019-06-08,Yuba,70.0,39.15641,-121.56363,6,5,Summer,Medium
Sand Fire,2019-06-08,Yolo,2220.0,38.88978,-122.23922,6,5,Summer,Large
Ink Fire,2019-06-08,Napa,50.0,38.63047,-122.47282,6,5,Summer,Medium
West Butte Fire,2019-06-08,Sutter,1350.0,39.28926,-121.85906,6,5,Summer,Large
McMillan Fire,2019-06-12,San Luis Obispo,1763.0,35.66318,-120.41128,6,2,Summer,Large
Malech Fire,2019-06-09,Santa Clara,210.0,37.21638,-121.70768,6,6,Summer,Large
Calaveras Fire ,2019-06-10,Santa Clara,35.0,37.44422,-121.84082,6,0,Summer,Small
Ardo Fire,2019-06-12,Monterey,43.0,35.97059,-120.88241,6,2,Summer,Medium
Springs Fire,2019-06-10,Tulare,47.0,35.89593,-118.94106,6,0,Summer,Medium
Bitter Fire ,2019-06-10,San Luis Obispo,120.0,35.57376,-120.11738,6,0,Summer,Medium
Pauma Fire,2019-06-10,San Diego,15.0,33.30267,-116.97772,6,0,Summer,Small
32 Fire,2019-06-15,Butte,17.0,39.76242,-121.73659,6,5,Summer,Small
Rocky Fire,2019-06-14,Siskiyou,17.0,41.64895,-122.35962,6,4,Summer,Small
IronGate Fire,2019-06-16,Siskiyou,10.0,41.94622,-122.40157,6,6,Summer,Small
Weisgarber Fire,2019-06-20,San Diego,120.0,33.39684,-117.29665,6,3,Summer,Medium
Lumgrey Fire,2019-06-17,Siskiyou,207.0,39.28926,-121.85906,6,0,Summer,Large
Jerry Fire,2019-06-21,Riverside,500.0,33.919507,-117.103765,6,4,Summer,Large
Mountain Fire,2019-06-21,Alameda,30.0,37.75427,-121.57382,6,4,Summer,Small
Paskenta Fire,2019-06-22,Tehama,46.0,39.97083,-122.48277,6,5,Summer,Medium
Scott Fire,2019-06-24,Yuba,80.0,39.24678,-121.32399,6,0,Summer,Medium
Rock Fire,2019-06-25,Stanislaus,2420.0,37.46577,-121.28312,6,1,Summer,Large
Lonoak Fire,2019-06-25,Monterey,2546.0,36.28426,-120.94771,6,1,Summer,Large
Trinity Fire,2019-06-26,Shasta,90.0,40.41404,-122.66779,6,2,Summer,Medium
Mines Fire,2019-06-26,Santa Clara,17.0,37.494136,-121.534827,6,2,Summer,Small
Dyer Fire,2019-06-26,Placer,148.0,38.73817,-121.39419,6,2,Summer,Medium
Nuevo Fire,2019-06-27,Riverside,20.0,33.80493,-117.15738,6,3,Summer,Small
Long Fire,2019-06-28,Nevada,2.0,39.40972222,-121.0005556,6,4,Summer,Small
Otay Fire,2019-06-29,San Diego,28.0,32.62305556,-116.9141667,6,5,Summer,Small
Wolf Fire ,2019-06-29,Riverside,214.0,33.911,-116.980528,6,5,Summer,Large
Merced Fire ,2019-06-29,Merced,210.0,37.312877,-120.242411,6,5,Summer,Large
Mayberry Fire ,2019-06-29,Butte,12.0,39.32889,-121.23431,6,5,Summer,Small
Coyote Fire,2019-07-02,Santa Clara,74.0,37.18904,-121.694968,7,1,Summer,Medium
Hollow Fire,2019-07-03,San Joaquin,283.0,37.63206,-121.538382,7,2,Summer,Large
Bikeway Fire,2019-07-05,Alameda,25.0,37.469,-121.3697,7,4,Summer,Small
Fellow Fire,2019-07-05,Contra Costa,24.0,37.99837,-122.16201,7,4,Summer,Small
Ranch Fire,2019-07-05,Shasta,30.0,40.41741,-122.767256,7,4,Summer,Small
Snowstorm Fire,2019-07-05,Lassen,263.0,40.679318,-120.392768,7,4,Summer,Large
Far Fire,2019-07-06,Yuba,38.0,39.06066,-121.35014,7,5,Summer,Medium
Lake Fire,2019-07-08,Mariposa,244.0,37.524378,-120.296551,7,0,Summer,Large
Gillis Fire,2019-07-08,San Luis Obispo,1010.0,35.6311111,-120.2691666,7,0,Summer,Large
Sargent Fire,2019-07-09,Monterey,190.0,35.95191,-120.8092,7,1,Summer,Large
Gibbel Fire ,2019-07-11,Riverside,20.0,33.69055556,-116.953889,7,3,Summer,Small
Border Fire,2019-07-12,San Diego,100.0,32.566389,-116.7525,7,4,Summer,Medium
Lincoln Fire,2019-07-12,Riverside,80.0,33.56938,-116.07896,7,4,Summer,Medium
Mid Fire,2019-07-12,Alameda,22.0,37.093243,-121.586846,7,4,Summer,Small
Horse Fire,2019-07-12,Shasta,30.0,40.463936,-122.435492,7,4,Summer,Small
Orange fire,2019-07-13,Riverside,96.0,33.8128372,-117.1228851,7,5,Summer,Medium
Jasper Fire,2019-07-13,State of Nevada,1165.0,39.631945,-119.769881,7,5,Summer,Large
Doyle Fire,2019-07-14,Lassen,193.0,40.072739,-120.158273,7,6,Summer,Large
South Fire ,2019-07-14,Ventura,131.0,34.366111,-118.96,7,6,Summer,Medium
Milton Fire ,2019-07-15,Stanislaus,202.0,37.944751,-120.84372,7,0,Summer,Large
Aborn Fire,2019-07-15,Santa Clara,47.0,37.32555556,-121.7644444,7,0,Summer,Medium
Madera Fire ,2019-07-15,Madera,213.0,37.016944,-119.934167,7,0,Summer,Large
Meadow Fire,2019-07-16,Riverside,81.0,33.514658,-116.7884,7,1,Summer,Medium
Whiskey Fire,2019-07-16,San Joaquin,90.0,37.962557,-121.468074,7,1,Summer,Medium
Goose 2 Fire,2019-07-17,Modoc,128.0,41.909,-120.306,7,2,Summer,Medium
Vista Fire,2019-07-17,San Diego,25.0,32.794768,-116.839743,7,2,Summer,Small
Rains Fire,2019-07-18,Stanislaus,35.0,37.420988,-121.371276,7,3,Summer,Small
Whiskey Fire,2019-07-18,Calaveras,27.0,38.115224,-120.78068,7,3,Summer,Small
Valley Fire,2019-07-21,Mariposa,149.0,37.241427,-120.027731,7,6,Summer,Medium
Tejon Fire,2019-07-21,Kern,208.0,34.9008333,-118.9183333,7,6,Summer,Large
Canyon Fire,2019-07-22,Napa,64.0,38.481258,-122.143942,7,0,Summer,Medium
Milpas Fire,2019-07-22,San Bernardino,81.0,34.42386,-117.10318,7,0,Summer,Medium
Moms Fire ,2019-07-23,Butte,10.0,39.423833,-121.579738,7,1,Summer,Small
Marshview Fire,2019-07-24,Solano,183.0,38.158333,-122.118889,7,2,Summer,Large
Sweigert Fire ,2019-07-24,Santa Clara,80.0,37.433192,-121.807258,7,2,Summer,Medium
Thompson Fire ,2019-07-24,San Luis Obispo,95.0,35.004722,-120.435278,7,2,Summer,Medium
Tree Fire,2019-07-27,Siskiyou,83.0,41.834366,-122.656569,7,5,Summer,Medium
Community Fire,2019-07-27,Siskiyou,35.0,41.838,-122.845,7,5,Summer,Small
Usal Fire,2019-07-27,Mendocino,130.0,39.831762,-123.846013,7,5,Summer,Medium
Star Fire,2019-07-28,San Bernardino,156.0,33.997528,-117.769766,7,6,Summer,Large
Tucker Fire,2019-07-28,Modoc,14217.0,41.79591,-121.260305,7,6,Summer,Large
Dehesa Fire,2019-07-28,San Diego,150.0,32.767649,-116.796032,7,6,Summer,Medium
Range Fire,2019-07-28,Santa Barbara,100.0,34.665699,-119.94974,7,6,Summer,Medium
Lake Fire,2019-07-29,Monterey,306.0,35.908333,-120.984167,7,0,Summer,Large
Mill Fire,2019-07-30,Monterey,280.0,36.008889,-121.466944,7,1,Summer,Large
Carson Fire,2019-07-30,El Dorado,13.0,38.757636,-120.75664,7,1,Summer,Small
Mesa Fire ,2019-07-31,Kern,448.0,35.60989,-118.41204,7,2,Summer,Large
Caliente Fire,2019-08-01,San Diego,448.0,32.575556,-117.026667,8,3,Summer,Large
Browns Fire,2019-08-02,Sacramento,84.0,38.3525,-121.123611,8,4,Summer,Medium
Prairie Fire ,2019-08-02,Sacramento,50.0,38.622058,-121.114095,8,4,Summer,Medium
Meadow Fire (Not a CAL FIRE incident),2019-08-02,Modoc,103.0,41.43783,-120.23976,8,4,Summer,Medium
Marsh Complex,2019-08-03,Contra Costa,340.0,37.908362,-121.872941,8,5,Summer,Large
Five Fire,2019-08-03,Los Angeles,156.0,34.677864,-118.752395,8,5,Summer,Large
La Barisa Fire,2019-08-03,San Bernardino,26.0,34.202883,-116.4449,8,5,Summer,Small
Gilbert Fire,2019-08-04,Shasta,30.0,40.55924,-122.25409,8,6,Summer,Small
Caliente Fire,2019-08-05,Kern,29.0,35.287373,-118.623651,8,0,Summer,Small
Toro Fire ,2019-08-05,Riverside,94.0,33.740219,-117.333728,8,0,Summer,Medium
Sellers Fire,2019-08-07,Contra Costa,58.0,37.968494,-121.678172,8,2,Summer,Medium
R-1 Fire,2019-08-07,Lassen,130.0,40.886677,-120.336977,8,2,Summer,Medium
3-2 Willow (Previously H-1 Fire),2019-08-07,Lassen,107.0,40.900458,-121.320838,8,2,Summer,Medium
Golf Fire,2019-08-08,Lake,20.0,38.99174,-122.7751,8,3,Summer,Small
Preston Fire,2019-08-08,Tuolumne,21.0,37.949747,-120.420058,8,3,Summer,Small
W1 McDonald Fire,2019-08-08,Lassen,1020.0,40.943799,-120.275298,8,3,Summer,Large
Harte Fire,2019-08-09,Alameda,240.0,37.708743,-121.841879,8,4,Summer,Large
Ward Fire,2019-08-09,State of Oregon,1301.0,42.033,-122.175,8,4,Summer,Large
Heavy Range Fire,2019-08-10,Yolo,33.0,39.171091,-121.423281,8,5,Summer,Small
Radio Fire,2019-08-12,Riverside,20.0,33.909792,-117.004667,8,0,Summer,Small
Lower Fire,2019-08-12,Shasta,46.0,40.46968,-122.54364,8,0,Summer,Medium
Moose Fire,2019-08-12,Mendocino,225.0,39.005262,-123.195306,8,0,Summer,Large
West Fire ,2019-08-13,Los Angeles,1575.0,34.91,-118.254,8,1,Summer,Large
Timm Fire ,2019-08-13,Solano,81.0,38.455,-121.969167,8,1,Summer,Medium
Greenstone Fire ,2019-08-14,El Dorado,16.0,38.703889,-120.890556,8,2,Summer,Small
Spring Fire ,2019-08-14,Colusa,20.0,39.088333,-122.309167,8,2,Summer,Small
Bayliss Fire,2019-08-15,Santa Clara,60.0,37.219717,-121.761974,8,3,Summer,Medium
Cottage Fire,2019-08-15,Shasta,156.0,40.484329,-122.159393,8,3,Summer,Large
Hunter Fire,2019-08-15,Mariposa,433.0,37.532028,-120.208019,8,3,Summer,Large
Border 9 Fire,2019-08-15,San Diego,80.0,32.57394,-116.760465,8,3,Summer,Medium
Patterson Fire,2019-08-15,El Dorado,35.0,38.652475,-120.826165,8,3,Summer,Small
Border 8 Fire,2019-08-16,Mexico,1507.0,32.573437,-116.658735,8,4,Summer,Large
Gaines Fire,2019-08-16,Mariposa,1300.0,37.536069,-120.177018,8,4,Summer,Large
Patterson Fire,2019-08-21,Alameda,139.0,37.71734,-121.55867,8,2,Summer,Medium
Mountain Fire,2019-08-22,Shasta,600.0,40.715556,-122.241944,8,3,Summer,Large
Yucca Fire,2019-08-22,Riverside,34.0,33.4506,-116.857817,8,3,Summer,Small
Horse Fire,2019-08-24,Lassen,131.0,40.562,-120.544,8,5,Summer,Medium
Long Valley Fire ,2019-08-24,Lassen,2438.0,39.892222,-120.029722,8,5,Summer,Large
Ivy Fire,2019-08-25,Riverside,80.0,33.77777348,-117.487578,8,6,Summer,Medium
Jamieson Fire,2019-08-25,Santa Clara,35.0,37.034183,-121.45597,8,6,Summer,Small
Border 10 Fire,2019-08-25,"Mexico, San Diego",25.0,32.557546,-116.873955,8,6,Summer,Small
Sage Fire,2019-08-27,Riverside,12.0,33.463991,-116.914799,8,1,Summer,Small
R-1 Fire,2019-08-28,Lassen,3380.0,40.593,-120.581,8,2,Summer,Large
Carroll Fire,2019-08-31,Alameda,19.0,37.718636,-121.657011,8,5,Summer,Small
Creek Fire,2019-08-31,Tulare,756.0,36.40193,-119.030621,8,5,Summer,Large
Jolon Fire,2019-09-01,Monterey,66.0,35.906482,-120.992914,9,6,Fall,Medium
Snail Fire,2019-09-01,Ventura,279.0,34.71011,-119.3547,9,6,Fall,Large
Mines Fire,2019-09-02,Alameda,11.0,37.545167,-121.596667,9,0,Fall,Small
Antelope Fire,2019-09-02,San Benito,167.0,36.600167,-120.8405,9,0,Fall,Large
Telephone Fire,2019-09-02,San Bernardino,15.0,34.353667,-117.343833,9,0,Fall,Small
Country Fire,2019-09-03,El Dorado,85.0,38.898915,-120.946657,9,1,Fall,Medium
Deer Fire,2019-09-03,Santa Cruz,10.0,37.178353,-122.07743,9,1,Fall,Small
Walker Fire,2019-09-04,Plumas,54612.0,40.061389,-120.680556,9,2,Fall,Large
Tenaja,2019-09-04,Riverside,1926.0,33.528469,-117.273157,9,2,Fall,Large
Glass Fire,2019-09-04,Lake,28.0,38.910498,-122.642572,9,2,Fall,Small
Foster Fire ,2019-09-04,San Benito,17.0,36.732866,-121.39478,9,2,Fall,Small
Red Bank Fire,2019-09-05,Tehama,8836.0,40.12,-122.64,9,3,Fall,Large
Flood Fire ,2019-09-05,San Joaquin,44.0,38.017138,-120.945044,9,3,Fall,Medium
Henthorne Fire,2019-09-05,Trinity,244.0,40.062304,-123.222196,9,3,Fall,Large
South Fire,2019-09-05,Tehama,5332.0,40.109,-122.789,9,3,Fall,Large
Springs Fire,2019-09-06,Mono,4840.0,37.826,-118.872,9,4,Fall,Large
Lone Fire,2019-09-06,Modoc,5737.0,41.748,-121.056,9,4,Fall,Large
Cow Fire,2019-09-06,Inyo,1975.0,36.284,-118.228,9,4,Fall,Large
Broder Fire,2019-09-06,Tulare,381.0,36.151,-118.185,9,4,Fall,Large
Taboose Fire,2019-09-06,Inyo,10296.0,37.034,-118.345,9,4,Fall,Large
Forbestown Fire,2019-09-06,Butte,58.0,39.470333,-121.412333,9,4,Fall,Medium
R-6 Fire,2019-09-06,Lassen,260.0,44.734,-120.606,9,4,Fall,Large
Lime Fire,2019-09-07,Siskiyou,1872.0,41.862237,-122.662258,9,5,Fall,Large
Kidder 2 Fire,2019-09-07,Siskiyou,227.0,41.4929742,-123.2129356,9,5,Fall,Large
Rams Horn Fire,2019-09-07,Trinity,280.0,41.150392,-122.634108,9,5,Fall,Large
Oak Fire,2019-09-07,Lake,53.0,38.955024,-122.833831,9,5,Fall,Medium
Swedes Fire,2019-09-07,Butte,496.0,39.45296,-121.412619,9,5,Fall,Large
Duzel Fire,2019-09-07,Siskiyou,15.0,41.512917,-122.740333,9,5,Fall,Small
Sycamore Fire,2019-09-07,Riverside,250.0,33.9369,-117.3063,9,5,Fall,Large
McMurray Fire,2019-09-09,Santa Barbara,200.0,34.630919,-120.187368,9,0,Fall,Large
Bailey Fire,2019-09-10,Riverside,10.0,33.496633,-116.631106,9,1,Fall,Small
Stuhr Fire ,2019-09-11,Stanislaus,190.0,37.32585,-121.110146,9,2,Fall,Large
Redwood Fire,2019-09-12,Riverside,34.0,33.854597,-117.270144,9,3,Fall,Small
Bridge Fire,2019-09-13,Stanislaus,11.0,37.492002,-120.401028,9,4,Fall,Small
Horseshoe Fire ,2019-09-14,Riverside,503.0,33.4853,-117.043723,9,5,Fall,Large
Bar Fire,2019-09-15,Siskiyou,91.0,41.749667,-123.000833,9,6,Fall,Medium
Bautista Fire,2019-09-15,Riverside,167.0,33.635,-116.801111,9,6,Fall,Large
Baseline Fire ,2019-09-20,Placer,640.0,38.751648,-121.432636,9,4,Fall,Large
Reservoir Fire,2019-09-21,Santa Clara,128.0,37.467744,-121.842751,9,5,Fall,Medium
Lopez Fire,2019-09-21,San Luis Obispo,220.0,35.214364,-120.455883,9,5,Fall,Large
Kennedy Fire,2019-09-21,Riverside,98.0,33.900994,-117.170588,9,5,Fall,Medium
Lynette Fire,2019-09-22,Calaveras,67.0,38.20177,-120.827386,9,6,Fall,Medium
Tulloch Fire,2019-09-23,Tuolumne,83.0,37.838333,-120.625556,9,0,Fall,Medium
Cow Fire,2019-09-24,Shasta,16.0,40.612556,-122.039167,9,1,Fall,Small
Dehesa Fire ,2019-09-24,San Diego,200.0,32.787656,-116.806941,9,1,Fall,Large
Electra Fire,2019-09-25,Amador,10.0,38.332083,-120.67131,9,2,Fall,Small
Willow Fire,2019-09-25,San Diego,52.0,32.87833333,-116.88,9,2,Fall,Medium
Mare Fire,2019-09-26,Solano,30.0,38.07944444,-122.2561111,9,3,Fall,Small
Hwy Fire,2019-09-28,Butte,300.0,39.622137,-121.693472,9,5,Fall,Large
Chaparral Fire,2019-09-29,El Dorado,22.0,38.538467,-120.965105,9,6,Fall,Small
Warren Fire,2019-09-30,Riverside,19.0,33.703546,-117.033598,9,0,Fall,Small
Frame Fire,2019-09-30,Fresno,25.0,36.154184,-120.634179,9,0,Fall,Small
Ranch Fire,2019-10-01,San Luis Obispo,52.0,35.189783,-120.1755,10,1,Fall,Medium
Del Fire,2019-10-03,Stanislaus,18.0,37.429506,-121.336465,10,3,Fall,Small
Elk Fire,2019-10-04,Glenn,63.0,41.70611111,-123.4375,10,4,Fall,Medium
Wilson Fire,2019-10-04,Mendocino,10.0,39.613783,-123.458782,10,4,Fall,Small
Briceburg Fire,2019-10-06,Mariposa,5563.0,37.604638,-119.96606,10,6,Fall,Large
American Fire,2019-10-06,Napa,526.0,38.165873,-122.211671,10,6,Fall,Large
Point Fire ,2019-10-07,Santa Clara,29.0,37.066483,-121.219163,10,0,Fall,Small
Dales Fire,2019-10-07,Tehama,11.0,40.314187,-122.070055,10,0,Fall,Small
Little Fire,2019-10-08,Alameda,12.0,37.606,-121.853,10,1,Fall,Small
Cross Fire,2019-10-09,"Monterey, San Luis Obispo",289.0,35.79069,-120.73102,10,2,Fall,Large
Corning Fire ,2019-10-09,Tehama,68.0,39.847708,-122.1604,10,2,Fall,Medium
Inghram Fire,2019-10-09,Tehama,10.0,39.847708,-122.160416,10,2,Fall,Small
Merrill Fire,2019-10-10,Contra Costa,40.0,37.828267,-122.103867,10,3,Fall,Medium
Eagle Fire,2019-10-10,Riverside,9.0,33.827979,-117.499619,10,3,Fall,Small
Reche Fire,2019-10-10,Riverside,350.0,33.975405,-117.207068,10,3,Fall,Large
Sandalwood Fire,2019-10-10,Riverside,1011.0,33.9925,-117.059167,10,3,Fall,Large
Plains Fire,2019-10-10,Shasta,42.0,40.4988,-122.19911,10,3,Fall,Medium
Wolf Fire,2019-10-10,Riverside,75.0,33.8615,-116.897333,10,3,Fall,Medium
Wendy Fire,2019-10-10,Ventura,91.0,34.156389,-118.950833,10,3,Fall,Medium
Saddle Ridge Fire,2019-10-10,Los Angeles,8799.0,34.32988,-118.48161,10,3,Fall,Large
Bitter Fire,2019-10-11,San Luis Obispo,30.0,35.709176,-120.312856,10,4,Fall,Small
Caples Fire,2019-10-11,El Dorado,3435.0,38.724,-120.145,10,4,Fall,Large
Olivas Fire,2019-10-11,Ventura,200.0,34.23955,-119.20187,10,4,Fall,Large
Horse Fire,2019-10-13,Lassen,55.0,40.387772,-120.304341,10,6,Fall,Medium
Johnson Fire ,2019-10-14,Riverside,75.0,33.45148,-116.05898,10,0,Fall,Medium
Nustar Fire,2019-10-15,Contra Costa,15.0,38.045866,-122.245186,10,1,Fall,Small
Fairmont Fire,2019-10-15,San Diego,10.0,32.762706,-117.097441,10,1,Fall,Small
Real Fire,2019-10-17,Santa Barbara,420.0,34.484722,-120.190833,10,3,Fall,Large
Grove Fire,2019-10-17,Lake,25.0,38.88913,-122.604425,10,3,Fall,Small
Mud Fire ,2019-10-18,Fresno,137.0,36.319291,-120.460189,10,4,Fall,Medium
Beaumont Fire,2019-10-21,San Bernardino,11.0,34.033117,-117.21545,10,0,Fall,Small
Palisades Fire,2019-10-21,Los Angeles,42.0,34.055768,-118.554091,10,0,Fall,Medium
Kincade Fire,2019-10-23,Sonoma,77758.0,38.792458,-122.780053,10,2,Fall,Large
Old Water Fire,2019-10-24,San Bernardino,145.0,34.183624,-117.274276,10,3,Fall,Medium
Muir Fire,2019-10-24,Marin,67.0,37.896231,-122.636471,10,3,Fall,Medium
Nelson Fire ,2019-10-24,Butte,80.0,39.551423,-121.800538,10,3,Fall,Medium
Tick Fire,2019-10-24,Los Angeles,4615.0,34.472778,-118.368056,10,3,Fall,Large
Cabrillo Fire,2019-10-24,San Mateo,62.0,37.166674,-122.361112,10,3,Fall,Medium
Mines Fire,2019-10-24,Alameda,35.0,37.62782,-121.68598,10,3,Fall,Small
Sawday Fire ,2019-10-25,San Diego,97.0,33.055124,-116.742508,10,4,Fall,Medium
Miller Fire,2019-10-25,San Diego,37.0,33.259861,-117.027333,10,4,Fall,Medium
Rawson Fire,2019-10-27,Tehama,605.0,40.00171,-122.25421,10,6,Fall,Large
Cypress Complex,2019-10-27,Contra Costa,200.0,37.99136,-121.64118,10,6,Fall,Large
Sky Fire ,2019-10-27,Contra Costa,150.0,38.03545,-122.2241,10,6,Fall,Medium
Glencove Fire ,2019-10-27,Solano,140.0,38.07205,-122.22463,10,6,Fall,Medium
Burris Fire,2019-10-27,Mendocino,703.0,39.22431,-123.12887,10,6,Fall,Large
Forest Fire,2019-10-27,Contra Costa,50.0,37.97911,-122.11092,10,6,Fall,Medium
Getty Fire ,2019-10-28,Los Angeles,745.0,34.098191,-118.478717,10,0,Fall,Large
Easy Fire,2019-10-30,Ventura,2375.0,34.282179,-118.803389,10,2,Fall,Large
Hill Fire ,2019-10-31,Riverside,628.0,34.01778,-117.4625,10,3,Fall,Large
46 Fire,2019-10-31,Riverside,328.0,33.985972,-117.414111,10,3,Fall,Large
Copper Fire,2019-10-31,San Diego,50.0,32.564583,-116.834583,10,3,Fall,Medium
Hillside Fire,2019-10-31,San Bernardino,200.0,34.183,-117.285,10,3,Fall,Large
Maria Fire ,2019-10-31,Ventura,9999.0,34.302212,-118.997115,10,3,Fall,Large
Sobrante Fire ,2019-11-01,Riverside,19.0,33.849906,-117.461363,11,4,Fall,Small
Ranch Fire,2019-11-03,Tehama,2534.0,40.036379,-122.637837,11,6,Fall,Large
Eagle Fire,2019-11-05,Lake,75.0,39.100408,-122.496548,11,1,Fall,Medium
Foothills Fire,2019-11-25,Placer,308.0,38.838992,-121.325842,11,0,Fall,Large
Cave Fire,2019-11-25,Santa Barbara,3126.0,34.5025,-119.785,11,0,Fall,Large
Bear Fire ,2020-02-15,Humboldt,15.0,40.511092,-123.6378411,2,5,Winter,Small
Antelope Fire,2020-02-17,Sierra,102.0,39.6923001,-120.3291855,2,0,Winter,Medium
Beegum Fire,2020-02-23,Tehama,75.0,40.33583333,-122.8472222,2,6,Winter,Medium
Wood Fire,2020-02-23,Lassen,57.0,40.62155,-120.49392,2,6,Winter,Medium
Baseball Fire,2020-02-25,"Glenn, Mendocino",211.0,39.75638899,-122.9411111,2,1,Winter,Large
Grizzly Fire,2020-03-02,Glenn,154.0,39.774968,-122.384532,3,0,Spring,Medium
Mann Fire,2020-03-03,Riverside,180.0,33.96957,-117.51793,3,1,Spring,Large
South Main Fire,2020-03-06,Riverside,20.0,33.65263,-117.40906,3,4,Spring,Small
Carter Fire ,2020-04-04,Imperial,275.0,32.93432,-115.5865,4,5,Spring,Large
Red Fire ,2020-04-23,Tehama,26.0,40.09554,-122.43905,4,3,Spring,Small
Bar Fire,2020-04-25,Trinity,55.0,40.63442,-122.97693,4,5,Spring,Medium
Byron Fire,2020-04-27,Contra Costa,47.0,37.82066,-121.595225,4,0,Spring,Medium
Interstate 5 Fire,2020-05-03,Kings,2060.0,36.075003,-120.106407,5,6,Spring,Large
Hollister Fire,2020-05-07,Santa Barbara,156.0,34.47438,-120.29379,5,3,Spring,Large
Candy Fire,2020-05-08,Butte,17.0,39.42208,-121.47273,5,4,Spring,Small
Gilman Fire,2020-05-18,Riverside,20.0,33.861054,-117.024114,5,0,Spring,Small
Acres Fire,2020-05-21,Madera,152.0,37.11715,-119.982359,5,3,Spring,Medium
Spanish Fire ,2020-05-22,Napa,20.0,38.697834,-122.403634,5,4,Spring,Small
Range Fire,2020-05-27,San Luis Obispo,5000.0,35.34237,-120.70524,5,2,Spring,Large
Harley Fire,2020-05-28,Riverside,60.0,33.83167,-117.34934,5,3,Spring,Medium
Creek Fire,2020-05-30,Contra Costa,60.0,35.9994,-86.8616,5,5,Spring,Medium
